Reference,month,year,gr,Season,TBEP_seg,sgyear,FLUCCSCODE,areas,bottom,DominantVeg,bveg,Shore,bay_TBEPseg_season,bay_TBEPseg_sgyr,bay_TBEPseg_sgyr_season,BvegCovBin
TBM2011090607,9,2011,20,Summer,OTB,2012,NA,23,MudStr,None,Non,29.7,OTB_Summer,OTB_2012,OTB_2012        _Summer,0-25
TBM2011090801,9,2011,20,Summer,MTB,2012,9113,7,San,Halodule spp.,SAV,28.9,MTB_Summer,MTB_2012,MTB_2012        _Summer,26-50
TBM2011090802,9,2011,20,Summer,MTB,2012,NA,6,San,None,Non,29.15,MTB_Summer,MTB_2012,MTB_2012        _Summer,0-25
TBM2011090904,9,2011,20,Summer,HB,2012,NA,1,Mud,None,Non,28.55,HB_Summer,HB_2012,HB_2012         _Summer,0-25
TBM2011090905,9,2011,20,Summer,HB,2012,NA,1,San,None,Non,30,HB_Summer,HB_2012,HB_2012         _Summer,0-25
TBM2011091004,9,2011,20,Summer,OTB,2012,9113,25,San,Halodule spp.,SAV,27.3,OTB_Summer,OTB_2012,OTB_2012        _Summer,0-25
TBM2011091102,9,2011,20,Summer,OTB,2012,NA,27,MudStr,None,Non,27.9,OTB_Summer,OTB_2012,OTB_2012        _Summer,0-25
TBM2011091103,9,2011,20,Summer,OTB,2012,9116,27,San,Thalassia spp.,SAV,27.75,OTB_Summer,OTB_2012,OTB_2012        _Summer,76-100
TBM2011091402,9,2011,20,Summer,OTB,2012,NA,20,San,Halodule spp.,SAV,29.15,OTB_Summer,OTB_2012,OTB_2012        _Summer,76-100
TBM2011091403,9,2011,20,Summer,MTB,2012,9116,19,San,Syringodium spp.,SAV,29,MTB_Summer,MTB_2012,MTB_2012        _Summer,0-25
TBM2011094504,9,2011,20,Summer,HB,2012,NA,2,San,None,Non,27.3,HB_Summer,HB_2012,HB_2012         _Summer,0-25
TBM2011100103,10,2011,20,Fall,OTB,2012,9116,20,MudSan,Syringodium spp.,SAV,22.9,OTB_Fall,OTB_2012,OTB_2012        _Fall,0-25
TBM2011100106,10,2011,20,Fall,OTB,2012,9116,24,San,Halodule spp.,SAV,24.9,OTB_Fall,OTB_2012,OTB_2012        _Fall,76-100
TBM2011100202,10,2011,20,Fall,MTB,2012,9113,6,San,Halodule spp.,SAV,25.7,MTB_Fall,MTB_2012,MTB_2012        _Fall,51-75
TBM2011100302,10,2011,20,Fall,MTB,2012,9116,7,MudSan,Halodule spp.,SAV,24.1,MTB_Fall,MTB_2012,MTB_2012        _Fall,76-100
TBM2011100303,10,2011,20,Fall,MTB,2012,9113,6,San,None,Non,25,MTB_Fall,MTB_2012,MTB_2012        _Fall,0-25
TBM2011100304,10,2011,20,Fall,MTB,2012,9113,6,MudSan,None,Non,24.5,MTB_Fall,MTB_2012,MTB_2012        _Fall,0-25
TBM2011100402,10,2011,20,Fall,LTB,2012,9113,12,San,None,Non,24.35,LTB_Fall,LTB_2012,LTB_2012        _Fall,0-25
TBM2011100706,10,2011,20,Fall,LTB,2012,9113,8,San,Thalassia spp.,SAV,24.9,LTB_Fall,LTB_2012,LTB_2012        _Fall,76-100
TBM2011100806,10,2011,20,Fall,OTB,2012,9113,19,San,None,Non,21.9,OTB_Fall,OTB_2012,OTB_2012        _Fall,0-25
TBM2011100807,10,2011,20,Fall,OTB,2012,9116,26,San,Halodule spp.,SAV,23.2,OTB_Fall,OTB_2012,OTB_2012        _Fall,76-100
TBM2011101003,10,2011,20,Fall,OTB,2012,NA,23,San,Halodule spp.,SAV,26.1,OTB_Fall,OTB_2012,OTB_2012        _Fall,0-25
TBM2011101006,10,2011,20,Fall,OTB,2012,9116,24,San,Halodule spp.,SAV,27.75,OTB_Fall,OTB_2012,OTB_2012        _Fall,76-100
TBM2011101101,10,2011,20,Fall,OTB,2012,9116,27,San,Halodule spp.,SAV,20.5,OTB_Fall,OTB_2012,OTB_2012        _Fall,0-25
TBM2011101102,10,2011,20,Fall,MTB,2012,9113,27,San,Halodule spp.,SAV,21.1,MTB_Fall,MTB_2012,MTB_2012        _Fall,76-100
TBM2011101104,10,2011,20,Fall,HB,2012,NA,29,SanStr,None,Non,23.15,HB_Fall,HB_2012,HB_2012         _Fall,0-25
TBM2011104114,10,2011,20,Fall,HB,2012,NA,1,San,None,Non,26.1,HB_Fall,HB_2012,HB_2012         _Fall,0-25
TBM2011110106,11,2011,20,Fall,LTB,2012,9116,8,San,None,Non,22.6,LTB_Fall,LTB_2012,LTB_2012        _Fall,0-25
TBM2011110202,11,2011,20,Fall,MTB,2012,9113,6,San,Halodule spp.,SAV,21.85,MTB_Fall,MTB_2012,MTB_2012        _Fall,0-25
TBM2011110203,11,2011,20,Fall,MTB,2012,9116,6,San,Halodule spp.,SAV,21.6,MTB_Fall,MTB_2012,MTB_2012        _Fall,76-100
TBM2011110208,11,2011,20,Fall,HB,2012,9113,4,San,SAV,SAV,23.6,HB_Fall,HB_2012,HB_2012         _Fall,0-25
TBM2011110307,11,2011,20,Fall,OTB,2012,NA,26,San,Syringodium spp.,SAV,22.7,OTB_Fall,OTB_2012,OTB_2012        _Fall,76-100
TBM2011110401,11,2011,20,Fall,LTB,2012,NA,16,SanStr,None,Non,21.1,LTB_Fall,LTB_2012,LTB_2012        _Fall,0-25
TBM2011110402,11,2011,20,Fall,LTB,2012,9116,16,SanStr,SAV,SAV,21.1,LTB_Fall,LTB_2012,LTB_2012        _Fall,76-100
TBM2011110403,11,2011,20,Fall,LTB,2012,9116,16,MudSan,SAV,SAV,20.75,LTB_Fall,LTB_2012,LTB_2012        _Fall,76-100
TBM2011110502,11,2011,20,Fall,HB,2012,NA,29,San,None,Non,21.65,HB_Fall,HB_2012,HB_2012         _Fall,0-25
TBM2011110507,11,2011,20,Fall,HB,2012,NA,1,MudSan,None,Non,24.6,HB_Fall,HB_2012,HB_2012         _Fall,0-25
TBM2011110704,11,2011,20,Fall,OTB,2012,9116,26,San,Syringodium spp.,SAV,22.7,OTB_Fall,OTB_2012,OTB_2012        _Fall,76-100
TBM2011110706,11,2011,20,Fall,MTB,2012,9113,27,San,None,Non,21.9,MTB_Fall,MTB_2012,MTB_2012        _Fall,0-25
TBM2011110904,11,2011,20,Fall,LTB,2012,9116,8,MudSan,Thalassia spp.,SAV,22.65,LTB_Fall,LTB_2012,LTB_2012        _Fall,76-100
TBM2011111001,11,2011,20,Fall,OTB,2012,NA,25,San,Halodule spp.,SAV,20.7,OTB_Fall,OTB_2012,OTB_2012        _Fall,0-25
TBM2011111003,11,2011,20,Fall,OTB,2012,NA,24,MudSan,Halodule spp.,SAV,20.8,OTB_Fall,OTB_2012,OTB_2012        _Fall,51-75
TBM2011111005,11,2011,20,Fall,OTB,2012,9113,23,San,None,Non,21.5,OTB_Fall,OTB_2012,OTB_2012        _Fall,0-25
TBM2011120102,12,2011,20,Winter,OTB,2012,NA,23,San,None,Non,17.2,OTB_Winter,OTB_2012,OTB_2012        _Winter,0-25
TBM2011120103,12,2011,20,Winter,OTB,2012,9113,22,San,None,Non,16.5,OTB_Winter,OTB_2012,OTB_2012        _Winter,0-25
TBM2011120104,12,2011,20,Winter,OTB,2012,9113,22,San,Halodule spp.,SAV,16.8,OTB_Winter,OTB_2012,OTB_2012        _Winter,51-75
TBM2011120401,12,2011,20,Winter,LTB,2012,9116,10,MudSan,Syringodium spp.,SAV,18.9,LTB_Winter,LTB_2012,LTB_2012        _Winter,76-100
TBM2011120402,12,2011,20,Winter,LTB,2012,NA,10,San,None,Non,18.8,LTB_Winter,LTB_2012,LTB_2012        _Winter,0-25
TBM2011120506,12,2011,20,Winter,HB,2012,NA,5,San,Halodule spp.,SAV,19.55,HB_Winter,HB_2012,HB_2012         _Winter,76-100
TBM2011120507,12,2011,20,Winter,HB,2012,NA,5,San,None,Non,20.2,HB_Winter,HB_2012,HB_2012         _Winter,0-25
TBM2011120801,12,2011,20,Winter,MTB,2012,9113,7,San,None,Non,19.4,MTB_Winter,MTB_2012,MTB_2012        _Winter,0-25
TBM2011120806,12,2011,20,Winter,HB,2012,9116,27,San,Caulerpa spp.,SAV,21.2,HB_Winter,HB_2012,HB_2012         _Winter,76-100
TBM2011120807,12,2011,20,Winter,MTB,2012,9113,27,San,Halodule spp.,SAV,20.1,MTB_Winter,MTB_2012,MTB_2012        _Winter,0-25
TBM2011121001,12,2011,20,Winter,OTB,2012,9113,25,SanStr,Syringodium spp.,SAV,15.45,OTB_Winter,OTB_2012,OTB_2012        _Winter,26-50
TBM2011121101,12,2011,20,Winter,MTB,2012,NA,18,San,None,Non,19.3,MTB_Winter,MTB_2012,MTB_2012        _Winter,0-25
TBM2011121102,12,2011,20,Winter,MTB,2012,9113,19,San,None,Non,19.45,MTB_Winter,MTB_2012,MTB_2012        _Winter,0-25
TBM2011121103,12,2011,20,Winter,OTB,2012,9116,19,San,Syringodium spp.,SAV,21,OTB_Winter,OTB_2012,OTB_2012        _Winter,76-100
TBM2011121104,12,2011,20,Winter,OTB,2012,9116,19,San,SAV,SAV,23.2,OTB_Winter,OTB_2012,OTB_2012        _Winter,76-100
TBM2011121204,12,2011,20,Winter,LTB,2012,9113,7,San,Halodule spp.,SAV,20.2,LTB_Winter,LTB_2012,LTB_2012        _Winter,0-25
TBM2012010205,1,2012,20,Winter,MTB,2014,NA,17,MudSan,Halodule spp.,SAV,14.4,MTB_Winter,MTB_2014,MTB_2014        _Winter,76-100
TBM2012010302,1,2012,20,Winter,LTB,2014,9113,9,San,Thalassia spp.,SAV,13.4,LTB_Winter,LTB_2014,LTB_2014        _Winter,0-25
TBM2012010304,1,2012,20,Winter,LTB,2014,NA,8,San,None,Non,12.65,LTB_Winter,LTB_2014,LTB_2014        _Winter,0-25
TBM2012010401,1,2012,20,Winter,MTB,2014,9116,18,San,None,Non,18.1,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2012010501,1,2012,20,Winter,OTB,2014,NA,23,Mud,None,Non,15.4,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2012010503,1,2012,20,Winter,OTB,2014,NA,24,San,None,Non,15.9,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2012010605,1,2012,20,Winter,LTB,2014,9116,8,SanStr,Thalassia spp.,SAV,18.75,LTB_Winter,LTB_2014,LTB_2014        _Winter,26-50
TBM2012010801,1,2012,20,Winter,MTB,2014,NA,27,San,None,Non,16.8,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2012010804,1,2012,20,Winter,MTB,2014,9113,27,San,Halodule spp.,SAV,17.7,MTB_Winter,MTB_2014,MTB_2014        _Winter,51-75
TBM2012010805,1,2012,20,Winter,MTB,2014,9116,27,San,Caulerpa spp.,SAV,18.5,MTB_Winter,MTB_2014,MTB_2014        _Winter,76-100
TBM2012010903,1,2012,20,Winter,MTB,2014,9116,7,San,Syringodium spp.,SAV,19.2,MTB_Winter,MTB_2014,MTB_2014        _Winter,76-100
TBM2012011001,1,2012,20,Winter,OTB,2014,9113,21,San,None,Non,17.3,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2012011007,1,2012,20,Winter,OTB,2014,9116,26,San,Syringodium spp.,SAV,18.2,OTB_Winter,OTB_2014,OTB_2014        _Winter,76-100
TBM2012011008,1,2012,20,Winter,OTB,2014,9116,26,San,Halodule spp.,SAV,19.1,OTB_Winter,OTB_2014,OTB_2014        _Winter,76-100
TBM2012011201,1,2012,20,Winter,MTB,2014,9116,6,San,None,Non,18.65,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2012011205,1,2012,20,Winter,HB,2014,9113,5,San,None,Non,19.4,HB_Winter,HB_2014,HB_2014         _Winter,0-25
TBM2012011207,1,2012,20,Winter,HB,2014,NA,3,MudSan,None,Non,19.6,HB_Winter,HB_2014,HB_2014         _Winter,0-25
TBM2012020301,2,2012,20,Winter,MTB,2014,9116,17,San,None,Non,18.2,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2012020401,2,2012,20,Winter,HB,2014,NA,2,SanStr,None,Non,18.96666666,HB_Winter,HB_2014,HB_2014         _Winter,0-25
TBM2012020501,2,2012,20,Winter,MTB,2014,NA,6,San,None,Non,21.4,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2012020503,2,2012,20,Winter,HB,2014,NA,29,SanStr,None,Non,16,HB_Winter,HB_2014,HB_2014         _Winter,0-25
TBM2012020508,2,2012,20,Winter,MTB,2014,9116,6,San,Halodule spp.,SAV,16.1,MTB_Winter,MTB_2014,MTB_2014        _Winter,76-100
TBM2012020509,2,2012,20,Winter,MTB,2014,NA,6,San,Caulerpa spp.,SAVAlg,14.3,MTB_Winter,MTB_2014,MTB_2014        _Winter,76-100
TBM2012020601,2,2012,20,Winter,LTB,2014,9116,8,MudSan,Thalassia spp.,SAV,14,LTB_Winter,LTB_2014,LTB_2014        _Winter,76-100
TBM2012020602,2,2012,20,Winter,LTB,2014,NA,8,SanStr,None,Non,14.3,LTB_Winter,LTB_2014,LTB_2014        _Winter,0-25
TBM2012020803,2,2012,20,Winter,MTB,2014,NA,18,MudSan,None,Non,18.1,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2012020805,2,2012,20,Winter,OTB,2014,9116,19,San,SAV,SAV,19,OTB_Winter,OTB_2014,OTB_2014        _Winter,76-100
TBM2012020806,2,2012,20,Winter,OTB,2014,9116,19,San,Thalassia spp.,SAV,20.85,OTB_Winter,OTB_2014,OTB_2014        _Winter,76-100
TBM2012021001,2,2012,20,Winter,OTB,2014,9116,24,San,Halodule spp.,SAV,20.65,OTB_Winter,OTB_2014,OTB_2014        _Winter,76-100
TBM2012021002,2,2012,20,Winter,OTB,2014,NA,23,MudSan,None,Non,20.8,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2012021004,2,2012,20,Winter,OTB,2014,9113,22,San,Halodule spp.,SAV,20.6,OTB_Winter,OTB_2014,OTB_2014        _Winter,76-100
TBM2012021008,2,2012,20,Winter,OTB,2014,9113,24,San,None,Non,21.3,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2012030104,3,2012,20,Winter,OTB,2014,9113,21,San,Algae: Filamentous green,SAVAlg,23.8,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2012030105,3,2012,20,Winter,OTB,2014,9113,20,MudSan,Halodule spp.,SAV,23.8,OTB_Winter,OTB_2014,OTB_2014        _Winter,51-75
TBM2012030106,3,2012,20,Winter,OTB,2014,9113,20,San,Halodule spp.,SAV,24,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2012030107,3,2012,20,Winter,OTB,2014,9113,26,San,Halodule spp.,SAV,23.5,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2012030108,3,2012,20,Winter,OTB,2014,9113,26,San,Halodule spp.,SAV,23.25,OTB_Winter,OTB_2014,OTB_2014        _Winter,51-75
TBM2012030202,3,2012,20,Winter,MTB,2014,9113,7,San,None,Non,18.4,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2012030203,3,2012,20,Winter,MTB,2014,NA,7,San,None,Non,18.6,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2012030308,3,2012,20,Winter,MTB,2014,9116,17,MudSan,Syringodium spp.,SAV,21.95,MTB_Winter,MTB_2014,MTB_2014        _Winter,76-100
TBM2012030310,3,2012,20,Winter,MTB,2014,9113,17,San,Halodule spp.,SAV,22.7,MTB_Winter,MTB_2014,MTB_2014        _Winter,76-100
TBM2012030602,3,2012,20,Winter,LTB,2014,NA,8,San,None,Non,22.53333333,LTB_Winter,LTB_2014,LTB_2014        _Winter,0-25
TBM2012030606,3,2012,20,Winter,LTB,2014,9116,10,MudSan,Halodule spp.,SAV,23.45,LTB_Winter,LTB_2014,LTB_2014        _Winter,76-100
TBM2012030701,3,2012,20,Winter,HB,2014,NA,2,San,None,Non,22.1,HB_Winter,HB_2014,HB_2014         _Winter,0-25
TBM2012030706,3,2012,20,Winter,MTB,2014,9113,6,San,Halodule spp.,SAV,23.45,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2012030803,3,2012,20,Winter,MTB,2014,NA,6,San,Halodule spp.,SAV,23.7,MTB_Winter,MTB_2014,MTB_2014        _Winter,76-100
TBM2012030805,3,2012,20,Winter,HB,2014,9113,5,San,Halodule spp.,SAV,23.2,HB_Winter,HB_2014,HB_2014         _Winter,76-100
TBM2012030903,3,2012,20,Winter,OTB,2014,9113,19,San,Halodule spp.,SAV,20.95,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2012040103,4,2012,20,Spring,MTB,2014,9113,17,San,Halodule spp.,SAV,24.4,MTB_Spring,MTB_2014,MTB_2014        _Spring,26-50
TBM2012040104,4,2012,20,Spring,MTB,2014,NA,18,San,None,Non,25.1,MTB_Spring,MTB_2014,MTB_2014        _Spring,0-25
TBM2012040209,4,2012,20,Spring,LTB,2014,9113,8,San,None,Non,26.93333333,LTB_Spring,LTB_2014,LTB_2014        _Spring,0-25
TBM2012040304,4,2012,20,Spring,HB,2014,NA,1,MudSan,None,Non,25.3,HB_Spring,HB_2014,HB_2014         _Spring,0-25
TBM2012040404,4,2012,20,Spring,OTB,2014,NA,20,San,Halodule spp.,SAV,24,OTB_Spring,OTB_2014,OTB_2014        _Spring,0-25
TBM2012040405,4,2012,20,Spring,OTB,2014,9116,20,San,Halodule spp.,SAV,24.1,OTB_Spring,OTB_2014,OTB_2014        _Spring,76-100
TBM2012040408,4,2012,20,Spring,OTB,2014,9113,26,San,Halodule spp.,SAV,24.9,OTB_Spring,OTB_2014,OTB_2014        _Spring,0-25
TBM2012040409,4,2012,20,Spring,OTB,2014,9116,26,MudSan,Halodule spp.,SAV,25.7,OTB_Spring,OTB_2014,OTB_2014        _Spring,76-100
TBM2012040703,4,2012,20,Spring,LTB,2014,9116,7,San,Syringodium spp.,SAV,25.1,LTB_Spring,LTB_2014,LTB_2014        _Spring,76-100
TBM2012040905,4,2012,20,Spring,OTB,2014,NA,23,San,None,Non,25.9,OTB_Spring,OTB_2014,OTB_2014        _Spring,0-25
TBM2012041002,4,2012,20,Spring,HB,2014,NA,29,San,None,Non,24.7,HB_Spring,HB_2014,HB_2014         _Spring,0-25
TBM2012041004,4,2012,20,Spring,MTB,2014,9113,27,San,Halodule spp.,SAV,23.45,MTB_Spring,MTB_2014,MTB_2014        _Spring,0-25
TBM2012041005,4,2012,20,Spring,MTB,2014,9113,27,San,Halodule spp.,SAV,23.2,MTB_Spring,MTB_2014,MTB_2014        _Spring,51-75
TBM2012041006,4,2012,20,Spring,MTB,2014,9113,6,Mud,Halodule spp.,SAV,23.65,MTB_Spring,MTB_2014,MTB_2014        _Spring,26-50
TBM2012041009,4,2012,20,Spring,MTB,2014,9116,6,San,Caulerpa spp.,SAV,23.66666666,MTB_Spring,MTB_2014,MTB_2014        _Spring,76-100
TBM2012050302,5,2012,20,Spring,OTB,2014,9113,22,San,Halodule spp.,SAV,24.6,OTB_Spring,OTB_2014,OTB_2014        _Spring,51-75
TBM2012050303,5,2012,20,Spring,OTB,2014,NA,21,MudSan,None,Non,25,OTB_Spring,OTB_2014,OTB_2014        _Spring,0-25
TBM2012050402,5,2012,20,Spring,MTB,2014,9116,7,San,Syringodium spp.,SAV,27.3,MTB_Spring,MTB_2014,MTB_2014        _Spring,76-100
TBM2012050404,5,2012,20,Spring,LTB,2014,9113,8,San,None,Non,27.45,LTB_Spring,LTB_2014,LTB_2014        _Spring,0-25
TBM2012050507,5,2012,20,Spring,OTB,2014,9113,26,San,Halodule spp.,SAV,29.2,OTB_Spring,OTB_2014,OTB_2014        _Spring,76-100
TBM2012050508,5,2012,20,Spring,OTB,2014,9116,26,MudSan,Halodule spp.,SAV,29.6,OTB_Spring,OTB_2014,OTB_2014        _Spring,76-100
TBM2012050801,5,2012,20,Spring,MTB,2014,9116,17,San,SAV,SAV,27.3,MTB_Spring,MTB_2014,MTB_2014        _Spring,0-25
TBM2012050905,5,2012,20,Spring,MTB,2014,9116,18,San,Halodule spp.,SAV,27.15,MTB_Spring,MTB_2014,MTB_2014        _Spring,0-25
TBM2012051005,5,2012,20,Spring,HB,2014,NA,1,Mud,None,Non,26.05,HB_Spring,HB_2014,HB_2014         _Spring,0-25
TBM2012051108,5,2012,20,Spring,LTB,2014,NA,10,San,Syringodium spp.,SAV,28.55,LTB_Spring,LTB_2014,LTB_2014        _Spring,76-100
TBM2012051205,5,2012,20,Spring,HB,2014,NA,6,San,None,Non,32.1,HB_Spring,HB_2014,HB_2014         _Spring,0-25
TBM2012051207,5,2012,20,Spring,MTB,2014,NA,6,San,None,Non,31.25,MTB_Spring,MTB_2014,MTB_2014        _Spring,0-25
TBM2012051208,5,2012,20,Spring,MTB,2014,9116,6,San,None,Non,28.4,MTB_Spring,MTB_2014,MTB_2014        _Spring,0-25
TBM2012051209,5,2012,20,Spring,MTB,2014,9121,6,San,SAV,SAV,28.7,MTB_Spring,MTB_2014,MTB_2014        _Spring,76-100
TBM2012051301,5,2012,20,Spring,OTB,2014,NA,23,MudSan,None,Non,26.03333333,OTB_Spring,OTB_2014,OTB_2014        _Spring,0-25
TBM2012051303,5,2012,20,Spring,OTB,2014,9113,24,San,Halodule spp.,SAV,27.35,OTB_Spring,OTB_2014,OTB_2014        _Spring,51-75
TBM2012060103,6,2012,20,Summer,OTB,2014,NA,23,San,None,Non,27.9,OTB_Summer,OTB_2014,OTB_2014        _Summer,0-25
TBM2012060104,6,2012,20,Summer,OTB,2014,9116,23,MudSan,Halodule spp.,SAV,28,OTB_Summer,OTB_2014,OTB_2014        _Summer,76-100
TBM2012060109,6,2012,20,Summer,OTB,2014,9113,25,San,None,Non,29.6,OTB_Summer,OTB_2014,OTB_2014        _Summer,0-25
TBM2012060302,6,2012,20,Summer,OTB,2014,9116,21,MudSan,Halodule spp.,SAV,28.15,OTB_Summer,OTB_2014,OTB_2014        _Summer,26-50
TBM2012060504,6,2012,20,Summer,MTB,2014,9116,7,Mud,Ruppia spp.,SAV,28.1,MTB_Summer,MTB_2014,MTB_2014        _Summer,76-100
TBM2012060505,6,2012,20,Summer,MTB,2014,9116,7,San,Halodule spp.,SAV,27.85,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2012060605,6,2012,20,Summer,LTB,2014,NA,10,San,None,Non,26.9,LTB_Summer,LTB_2014,LTB_2014        _Summer,0-25
TBM2012060807,6,2012,20,Summer,MTB,2014,NA,18,San,Syringodium spp.,SAV,27.2,MTB_Summer,MTB_2014,MTB_2014        _Summer,26-50
TBM2012060901,6,2012,20,Summer,HB,2014,NA,29,SanStr,None,Non,27.5,HB_Summer,HB_2014,HB_2014         _Summer,0-25
TBM2012060902,6,2012,20,Summer,MTB,2014,9113,6,San,None,Non,27.7,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2012060903,6,2012,20,Summer,MTB,2014,9116,6,San,Halodule spp.,SAV,27.7,MTB_Summer,MTB_2014,MTB_2014        _Summer,76-100
TBM2012060905,6,2012,20,Summer,HB,2014,9113,3,San,Halodule spp.,SAV,26.53333333,HB_Summer,HB_2014,HB_2014         _Summer,26-50
TBM2012061001,6,2012,20,Summer,OTB,2014,NA,27,San,None,Non,28.8,OTB_Summer,OTB_2014,OTB_2014        _Summer,0-25
TBM2012061004,6,2012,20,Summer,MTB,2014,NA,19,San,Halodule spp.,SAV,29.2,MTB_Summer,MTB_2014,MTB_2014        _Summer,76-100
TBM2012061005,6,2012,20,Summer,MTB,2014,9113,18,San,Halodule spp.,SAV,30.05,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2012064301,6,2012,20,Summer,HB,2014,NA,1,San,None,Non,28.9,HB_Summer,HB_2014,HB_2014         _Summer,0-25
TBM2012070102,7,2012,20,Summer,HB,2014,NA,5,MudSan,None,Non,29.25,HB_Summer,HB_2014,HB_2014         _Summer,0-25
TBM2012070103,7,2012,20,Summer,HB,2014,NA,5,San,None,Non,30.85,HB_Summer,HB_2014,HB_2014         _Summer,0-25
TBM2012070104,7,2012,20,Summer,HB,2014,NA,5,San,Halodule spp.,SAV,30.3,HB_Summer,HB_2014,HB_2014         _Summer,0-25
TBM2012070105,7,2012,20,Summer,MTB,2014,9113,6,San,Halodule spp.,SAV,31.06666666,MTB_Summer,MTB_2014,MTB_2014        _Summer,51-75
TBM2012070106,7,2012,20,Summer,HB,2014,NA,4,San,Halodule spp.,SAV,30.9,HB_Summer,HB_2014,HB_2014         _Summer,76-100
TBM2012070206,7,2012,20,Summer,LTB,2014,9113,12,San,None,Non,30.7,LTB_Summer,LTB_2014,LTB_2014        _Summer,0-25
TBM2012070601,7,2012,20,Summer,MTB,2014,9116,18,San,Thalassia spp.,SAV,29.75,MTB_Summer,MTB_2014,MTB_2014        _Summer,76-100
TBM2012070603,7,2012,20,Summer,MTB,2014,9116,18,San,Syringodium spp.,SAV,29.95,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2012070605,7,2012,20,Summer,MTB,2014,9116,19,MudSan,Halodule spp.,SAV,28.7,MTB_Summer,MTB_2014,MTB_2014        _Summer,76-100
TBM2012070607,7,2012,20,Summer,OTB,2014,9116,20,San,Thalassia spp.,SAV,28.8,OTB_Summer,OTB_2014,OTB_2014        _Summer,0-25
TBM2012071104,7,2012,20,Summer,OTB,2014,9116,21,San,Halodule spp.,SAV,29.63333333,OTB_Summer,OTB_2014,OTB_2014        _Summer,26-50
TBM2012071106,7,2012,20,Summer,OTB,2014,NA,23,San,None,Non,29.85,OTB_Summer,OTB_2014,OTB_2014        _Summer,0-25
TBM2012071202,7,2012,20,Summer,LTB,2014,NA,8,San,None,Non,30.7,LTB_Summer,LTB_2014,LTB_2014        _Summer,0-25
TBM2012071203,7,2012,20,Summer,LTB,2014,NA,8,San,None,Non,31.2,LTB_Summer,LTB_2014,LTB_2014        _Summer,0-25
TBM2012071301,7,2012,20,Summer,OTB,2014,9116,25,MudSan,SAV,SAV,27.4,OTB_Summer,OTB_2014,OTB_2014        _Summer,76-100
TBM2012071302,7,2012,20,Summer,OTB,2014,9116,25,San,Halodule spp.,SAV,27.8,OTB_Summer,OTB_2014,OTB_2014        _Summer,76-100
TBM2012071406,7,2012,20,Summer,LTB,2014,9116,10,San,Syringodium spp.,SAV,30.1,LTB_Summer,LTB_2014,LTB_2014        _Summer,76-100
TBM2012080104,8,2012,20,Summer,HB,2014,NA,29,SanStr,None,Non,30.25,HB_Summer,HB_2014,HB_2014         _Summer,0-25
TBM2012080105,8,2012,20,Summer,HB,2014,9116,4,San,Halodule spp.,SAV,29.05,HB_Summer,HB_2014,HB_2014         _Summer,76-100
TBM2012080201,8,2012,20,Summer,MTB,2014,9113,6,San,Halodule spp.,SAV,29.9,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2012080202,8,2012,20,Summer,MTB,2014,9116,6,San,Halodule spp.,SAV,29.56666666,MTB_Summer,MTB_2014,MTB_2014        _Summer,26-50
TBM2012080206,8,2012,20,Summer,MTB,2014,9116,7,San,Halodule spp.,SAV,30.5,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2012080207,8,2012,20,Summer,LTB,2014,9116,7,San,Halodule spp.,SAV,30.8,LTB_Summer,LTB_2014,LTB_2014        _Summer,0-25
TBM2012080208,8,2012,20,Summer,MTB,2014,9116,7,San,Syringodium spp.,SAV,30.65,MTB_Summer,MTB_2014,MTB_2014        _Summer,76-100
TBM2012080403,8,2012,20,Summer,OTB,2014,9116,21,San,Halodule spp.,SAV,29.95,OTB_Summer,OTB_2014,OTB_2014        _Summer,51-75
