Reference,Project_1,Project_2,Project_3,Stratum,Gear,Rep,Longitude,Latitude,StartDepth,Zone,Grid,Secchi_on_bottom,Secchi_depth,SAM,BottomVegCover,Seagrass_habitat_descriptor,Distance_to_edge,TotalShoreCover,Total_Over_Site,Intermittent_land,Dist_to_Shore,Dist_to_ShoreType,Dist_to_MHTM,BycatchQuantity,BankDistance,ShoreDistance,Historic_Reference,starttime,date,month,year,gr,effort,slope,Season,TBEP_seg,ScoreNumTaxa,ScoreShannon,ScoreTaxaSelect,ScoreTaxaBenthic,ScoreNumGuilds,TBNI_Score,sgyear,FLUCCSCODE,acres,areas,mngacre
TBM2011070803,AM,,,B,20,1,-82.61755,27.99175,0.5,A,18,YES,0.5,,20,,,100,,0,99,99,99,0.6,,,TBM11070803,9:07:00,18JUL2011,7,2011,20,1.4,,Summer,OTB,4,3,0,3,3,26,2012,9116,583.99183822478,24,9065.0167245
TBM2011070806,AM,,,A,20,1,-82.68315,28.0168,0.6,A,5,YES,0.6,,100,,,100,,0,16,15,18,0,,,TBM11070806,10:51:00,18JUL2011,7,2011,20,1.4,,Summer,OTB,10,7,10,10,10,94,2012,NA,NA,23,10324.219466
TBM2011071003,AM,,,B,20,1,-82.565166,27.6091,1.2,E,373,YES,1.2,,0,,,100,,10,25,22,50,0.1,,,TBM11071003,10:37:00,18JUL2011,7,2011,20,1.4,,Summer,LTB,1,3,0,1,3,16,2012,NA,NA,8,21773.055647
TBM2011071004,AM,,,B,20,1,-82.59495,27.598733,0.9,E,383,YES,0.9,,0,,,,,0,99,99,99,0,,,TBM11071004,11:24:00,18JUL2011,7,2011,20,1.4,,Summer,LTB,1,6,0,2,3,24,2012,NA,NA,8,21773.055647
TBM2011071103,AM,,,B,20,1,-82.43505,27.897216,1,C,107,YES,1,,0,,,100,,10,75,75,80,0.2,,,TBM11071103,9:51:00,19JUL2011,7,2011,20,1.4,,Summer,HB,1,2,0,0,3,12,2012,NA,NA,3,3127.9801709
TBM2011071105,AM,,,B,20,1,-82.483983,27.873616,1.1,C,117,NO,0.7,,0,,,100,,0,99,99,99,2,,,TBM11071105,11:15:00,19JUL2011,7,2011,20,1.4,,Summer,HB,2,4,0,2,7,30,2012,NA,NA,4,4539.4638881
TBM2011071204,AM,,,A,20,1,-82.698466,27.630083,1,D,354,YES,1,,100,,,0,,0,99,,99,0.1,,,TBM11071204,10:53:00,20JUL2011,7,2011,20,1.4,,Summer,LTB,2,6,3,1,10,44,2012,9116,6006.89576433353,12,18816.122087
TBM2011080104,AM,,,B,20,1,-82.454116,27.765466,1.4,C,235,NO,1.4,,0,,,100,,0,99,99,99,0.1,,,TBM11080104,10:25:00,01AUG2011,8,2011,20,1.4,,Summer,MTB,2,3,0,2,3,20,2012,NA,NA,6,20137.862998
TBM2011080105,AM,,,A,20,1,-82.434533,27.7671,0.6,C,219,YES,0.5,,80,,,100,,0,99,99,99,0.1,,,TBM11080105,10:51:00,01AUG2011,8,2011,20,1.4,,Summer,MTB,8,10,8,9,7,84,2012,9113,1580.21373896338,6,20137.862998
TBM2011080107,AM,,,B,20,1,-82.417366,27.805016,0.7,C,185,YES,0.7,,0,,,100,,0,99,99,99,0.1,,,TBM11080107,12:02:00,01AUG2011,8,2011,20,1.4,,Summer,HB,0,0,2,0,0,4,2012,NA,NA,6,20137.862998
TBM2011080401,AM,,,B,20,1,-82.53245,27.68805,1.1,E,304,YES,1.1,,0,,,100,,10,99,99,99,0,,,TBM11080401,8:42:00,01AUG2011,8,2011,20,1.4,,Summer,MTB,0,0,0,0,0,0,2012,NA,NA,7,12684.447768
TBM2011080404,AM,,,B,20,1,-82.544416,27.665916,0.6,E,338,YES,0.6,,10,,,100,,10,99,89,99,0,,,TBM11080404,10:27:00,01AUG2011,8,2011,20,1.4,,Summer,MTB,2,8,0,3,3,32,2012,9113,1211.52378998042,7,12684.447768
TBM2011080405,AM,,,B,20,1,-82.48835,27.739883,1,C,252,YES,1,,15,,,,,0,99,99,99,1,,,TBM11080405,11:06:00,01AUG2011,8,2011,20,1.4,,Summer,MTB,5,10,5,4,10,68,2012,9113,1580.21373896338,6,20137.862998
TBM2011080408,AM,,,A,20,1,-82.4679,27.71135,0.9,C,288,YES,0.9,,50,,,100,,10,,16,26,0.3,,,TBM11080408,12:45:00,01AUG2011,8,2011,20,1.4,,Summer,MTB,4,7,5,4,10,60,2012,9113,1580.21373896338,6,20137.862998
TBM2011080504,AM,,,A,20,1,-82.6039,27.586183,1,E,382,YES,1,,60,,,,,0,99,99,99,0.1,,,TBM11080504,11:45:00,04AUG2011,8,2011,20,1.4,,Summer,LTB,8,8,10,9,10,90,2012,9113,1292.42301201969,8,21773.055647
TBM2011080601,AM,,,A,20,1,-82.53915,27.88085,1,B,115,YES,1,,50,,,100,,0,30,30,35,0,,,TBM11080601,8:20:00,15AUG2011,8,2011,20,1.4,,Summer,OTB,7,1,2,5,10,50,2012,9113,99.0030422073091,26,2301.490096
TBM2011080603,AM,,,B,20,1,-82.563583,27.829133,1.3,B,158,YES,1.3,,0,,,,,0,99,99,99,0,,,TBM11080603,9:58:00,15AUG2011,8,2011,20,1.4,,Summer,MTB,0,0,0,0,0,0,2012,NA,NA,27,11366.086965
TBM2011080606,AM,,,A,20,1,-82.606066,27.792033,1.1,B,192,YES,1.1,,96,,,100,,0,99,99,99,20,,,TBM11080606,12:09:00,15AUG2011,8,2011,20,1.4,,Summer,MTB,6,7,2,5,7,54,2012,9116,420.088336430862,18,8914.5691846
TBM2011080704,AM,,,A,20,1,-82.6549,28.00835,0.4,A,10,YES,0.4,,80,,,100,,0,15,12,20,0,,,TBM11080704,10:34:00,16AUG2011,8,2011,20,1.4,,Summer,OTB,5,7,5,5,7,58,2012,9113,319.835840828358,24,9065.0167245
TBM2011081205,AM,,,A,20,1,-82.679616,27.644583,0.7,D,343,YES,0.7,,99,,,100,,0,99,99,99,0,,,TBM11081205,12:28:00,18AUG2011,8,2011,20,1.4,,Summer,LTB,10,6,3,10,10,78,2012,9116,6006.89576433353,12,18816.122087
TBM2011081401,AM,,,B,20,1,-82.618966,28.00295,1,A,12,NO,0.7,,0,,,100,,10,,7,30,0.1,,,TBM11081401,8:47:00,18AUG2011,8,2011,20,1.4,,Summer,OTB,3,6,5,2,10,52,2012,NA,NA,24,9065.0167245
TBM2011081403,AM,,,B,20,1,-82.6503,27.966483,1.3,A,35,YES,1.3,,10,,,100,,0,22,20,22,0.1,,,TBM11081403,10:04:00,18AUG2011,8,2011,20,1.4,,Summer,OTB,3,8,0,4,7,44,2012,9113,642.675201560546,22,5889.9419909
TBM2011081405,AM,,,A,20,1,-82.640516,27.912683,1.1,A,82,NO,0.7,,60,,,100,,0,99,99,99,1,,,TBM11081405,11:20:00,18AUG2011,8,2011,20,1.4,,Summer,OTB,1,4,0,1,7,26,2012,9113,591.883831957682,21,6230.095118
TBM2011081406,AM,,,B,20,1,-82.604033,27.878383,0.4,B,111,YES,0.4,,0,,,,,0,99,99,99,0.1,,,TBM11081406,12:03:00,18AUG2011,8,2011,20,1.4,,Summer,OTB,0,0,0,0,0,0,2012,9116,571.051881740874,20,5436.0899314
TBM2011090101,AM,,,B,20,1,-82.515766,27.6718,0.7,E,322,YES,0.7,,0,,,100,1,10,,30,40,0,,,TBM11090101,8:49:00,01SEP2011,9,2011,20,1.4,,Summer,MTB,4,2,0,4,7,34,2012,9113,1211.52378998042,7,12684.447768
TBM2011090104,AM,,,A,20,1,-82.571183,27.622083,1.2,E,361,YES,1.2,,95,,,100,,0,99,99,99,0,,,TBM11090104,11:31:00,01SEP2011,9,2011,20,1.4,,Summer,LTB,4,9,3,4,10,60,2012,9116,2606.17071905866,8,21773.055647
TBM2011090603,AM,,,A,20,1,-82.643233,27.90965,0.8,A,82,YES,0.8,,100,,,100,,0,25,6,28,1,,,TBM11090603,9:30:00,07SEP2011,9,2011,20,1.4,,Summer,OTB,5,4,2,4,10,50,2012,9113,591.883831957682,21,6230.095118
TBM2011090606,AM,,,B,20,1,-82.655816,28.0107,1.2,A,10,YES,1.2,,0,,,100,,0,25,20,28,0.2,,,TBM11090606,11:41:00,07SEP2011,9,2011,20,1.4,,Summer,OTB,3,4,8,3,7,50,2012,NA,NA,24,9065.0167245
TBM2011090607,AM,,,B,20,1,-82.691416,28.03065,1,A,4,NO,0.8,,0,,,100,,0,13,7,14,0,,,TBM11090607,12:42:00,07SEP2011,9,2011,20,1.4,,Summer,OTB,2,6,5,1,7,42,2012,NA,NA,23,10324.219466
TBM2011090801,AM,,,A,20,1,-82.51105,27.711683,0.7,C,286,NO,0.4,,50,,,100,,0,99,99,99,0.1,,,TBM11090801,10:15:00,14SEP2011,9,2011,20,1.4,,Summer,MTB,5,8,2,6,10,62,2012,9113,1211.52378998042,7,12684.447768
TBM2011090802,AM,,,B,20,1,-82.490883,27.726433,1.1,C,268,NO,0.5,,0,,,,,0,99,99,99,0.1,,,TBM11090802,10:38:00,14SEP2011,9,2011,20,1.4,,Summer,MTB,1,5,2,0,7,30,2012,NA,NA,6,20137.862998
TBM2011090904,AM,,,B,20,1,-82.417083,27.95155,0.5,C,471,YES,0.5,,0,,,100,,0,80,75,80,0.5,,,TBM11090904,12:29:00,07SEP2011,9,2011,20,1.4,,Summer,HB,3,4,2,3,7,38,2012,NA,NA,1,2562.9620252
TBM2011090905,AM,,,B,20,1,-82.433416,27.936733,1,C,57,YES,1,,0,,,100,,0,40,35,40,0.5,,,TBM11090905,13:05:00,07SEP2011,9,2011,20,1.4,,Summer,HB,0,0,0,0,0,0,2012,NA,NA,1,2562.9620252
TBM2011091004,AM,,,B,20,1,-82.530533,27.923866,0.7,A,72,YES,0.7,,5,,,100,,0,24,23,25,0.3,,,TBM11091004,10:56:00,08SEP2011,9,2011,20,1.4,,Summer,OTB,2,6,0,3,3,28,2012,9113,450.616469248488,25,6527.2609432
TBM2011091102,AM,,,B,20,1,-82.54585,27.8585,1.1,B,129,NO,0.3,,0,,,100,,0,75,15,75,0.1,,,TBM11091102,9:33:00,19SEP2011,9,2011,20,1.4,,Summer,OTB,8,6,10,8,10,84,2012,NA,NA,27,11366.086965
TBM2011091103,AM,,,A,20,1,-82.545383,27.846733,0.5,B,142,YES,0.5,,80,,,100,,0,99,99,99,0.4,,,TBM11091103,10:25:00,19SEP2011,9,2011,20,1.4,,Summer,OTB,5,7,8,6,7,66,2012,9116,1176.02696796774,27,11366.086965
TBM2011091402,AM,,,A,20,1,-82.600933,27.8751,0.8,B,111,YES,0.8,,80,,,100,,0,20,7,20,0,,,TBM11091402,10:04:00,20SEP2011,9,2011,20,1.4,,Summer,OTB,9,1,5,6,10,62,2012,NA,NA,20,5436.0899314
TBM2011091403,AM,,,B,20,1,-82.58295,27.827283,0.9,B,157,YES,0.9,,20,,,100,,0,99,99,99,0.1,,,TBM11091403,11:03:00,20SEP2011,9,2011,20,1.4,,Summer,MTB,1,5,0,1,3,20,2012,9116,885.428117494659,19,8681.7103268
TBM2011094504,AM,,,B,20,1,-82.474733,27.928216,0.6,C,74,YES,0.6,,0,,,100,,0,99,99,99,0.1,,,TBM11094504,9:08:00,13SEP2011,9,2011,20,1.4,,Summer,HB,3,8,8,4,7,60,2012,NA,NA,2,6307.6176093
TBM2011100103,AM,,,B,20,1,-82.614316,27.88545,1.1,A,98,NO,0.6,,20,,,100,,0,99,99,99,0.1,,,TBM11100103,9:59:00,03OCT2011,10,2011,20,1.4,,Fall,OTB,6,2,2,7,10,54,2012,9116,571.051881740874,20,5436.0899314
TBM2011100106,AM,,,A,20,1,-82.603933,27.9761,0.5,A,27,YES,0.5,,95,,,,,0,99,99,99,0.5,,,TBM11100106,12:19:00,03OCT2011,10,2011,20,1.4,,Fall,OTB,7,6,5,8,10,72,2012,9116,583.99183822478,24,9065.0167245
TBM2011100202,AM,,,A,20,1,-82.4366,27.767633,0.9,C,219,YES,0.9,,60,,,100,,0,99,99,99,0,,,TBM11100202,9:48:00,04OCT2011,10,2011,20,1.4,,Fall,MTB,2,4,2,3,3,28,2012,9113,1580.21373896338,6,20137.862998
TBM2011100302,AM,,,A,20,1,-82.517866,27.696216,0.8,E,304,YES,0.8,,100,,,100,,0,20,10,99,3.5,,,TBM11100302,9:05:00,05OCT2011,10,2011,20,1.4,,Fall,MTB,5,6,2,5,10,56,2012,9116,1474.3975828753,7,12684.447768
TBM2011100303,AM,,,B,20,1,-82.483616,27.72235,1,C,268,YES,1,,0,,,100,,0,99,99,99,0.4,,,TBM11100303,9:31:00,05OCT2011,10,2011,20,1.4,,Fall,MTB,1,4,0,2,0,14,2012,9113,1580.21373896338,6,20137.862998
TBM2011100304,AM,,,B,20,1,-82.4734,27.7154,0.6,C,288,YES,0.6,,0,,,100,,0,70,50,99,0.1,,,TBM11100304,9:48:00,05OCT2011,10,2011,20,1.4,,Fall,MTB,1,4,0,2,3,20,2012,9113,1580.21373896338,6,20137.862998
TBM2011100402,AM,,,B,20,1,-82.699733,27.6304,0.5,D,354,YES,0.5,,0,,,0,,0,60,,62,0.1,,,TBM11100402,9:11:00,10OCT2011,10,2011,20,1.4,,Fall,LTB,3,6,0,3,5,34,2012,9113,695.567335450766,12,18816.122087
TBM2011100706,AM,,,A,20,1,-82.626866,27.559416,0.9,E,404,YES,0.9,,98,,,100,,0,60,58,61,0.2,,,TBM11100706,12:14:00,10OCT2011,10,2011,20,1.4,,Fall,LTB,5,8,2,4,10,58,2012,9113,1292.42301201969,8,21773.055647
TBM2011100806,AM,,,B,20,1,-82.589783,27.869166,0.9,B,112,YES,0.9,,0,,,100,,0,99,99,99,1,,,TBM11100806,13:20:00,25OCT2011,10,2011,20,1.4,,Fall,OTB,1,3,0,1,3,16,2012,9113,495.759266083395,19,8681.7103268
TBM2011100807,AM,,,A,20,1,-82.534983,27.871333,0.6,B,115,YES,0.6,,100,,,0,,10,20,20,35,1,,,TBM11100807,13:58:00,25OCT2011,10,2011,20,1.4,,Fall,OTB,7,2,10,8,7,68,2012,9116,294.257101488447,26,2301.490096
TBM2011101003,AM,,,B,20,1,-82.69115,27.985316,0.8,A,14,YES,0.5,,10,,,100,0,0,29,30,32,1,,,TBM11101003,11:04:00,11OCT2011,10,2011,20,1.4,0,Fall,OTB,7,9,10,6,10,84,2012,NA,NA,23,10324.219466
TBM2011101006,AM,,,A,20,1,-82.626483,28.00025,1,A,12,YES,0.8,,100,,,100,0,0,40,25,45,2,,,TBM11101006,14:01:00,11OCT2011,10,2011,20,1.4,,Fall,OTB,5,6,5,5,10,62,2012,9116,583.99183822478,24,9065.0167245
TBM2011101101,AM,,,B,20,1,-82.538216,27.83865,0.6,B,142,YES,0.6,,5,,,100,,0,65,60,66,2,,,TBM11101101,9:13:00,21OCT2011,10,2011,20,1.4,,Fall,OTB,1,1,2,1,7,24,2012,9116,1176.02696796774,27,11366.086965
TBM2011101102,AM,,,A,20,1,-82.5177,27.8249,0.9,B,160,YES,0.9,,95,,,100,,0,99,99,99,0.1,,,TBM11101102,9:44:00,21OCT2011,10,2011,20,1.4,,Fall,MTB,4,9,5,5,7,60,2012,9113,554.908352196432,27,11366.086965
TBM2011101104,AM,,,B,20,1,-82.4359,27.822233,0.7,C,165,YES,0.7,,0,,,0,,0,15,,16,0.1,,,TBM11101104,10:50:00,21OCT2011,10,2011,20,1.4,,Fall,HB,1,4,0,1,5,22,2012,NA,NA,29,2277.8200299
TBM2011104114,AM,,,B,20,1,-82.41575,27.939083,0.5,C,59,YES,0.5,,0,,,100,,0,99,99,99,0.2,,,TBM11104114,12:49:00,17OCT2011,10,2011,20,1.4,,Fall,HB,1,4,0,1,2,16,2012,NA,NA,1,2562.9620252
TBM2011110106,AM,,,B,20,1,-82.565116,27.6047,0.9,E,373,YES,0.9,,0,,,100,,0,10,9,25,2,,,TBM11110106,11:48:00,03NOV2011,11,2011,20,1.4,,Fall,LTB,2,6,2,2,5,34,2012,9116,2606.17071905866,8,21773.055647
TBM2011110202,AM,,,B,20,1,-82.473616,27.75485,0.9,C,234,NO,0.7,,20,,,,,,99,99,99,1,,,TBM11110202,10:15:00,01NOV2011,11,2011,20,1.4,,Fall,MTB,3,7,0,4,3,34,2012,9113,1580.21373896338,6,20137.862998
TBM2011110203,AM,,,A,20,1,-82.44545,27.76495,0.5,C,236,YES,0.5,,90,,,100,,,99,99,99,3,,,TBM11110203,11:08:00,01NOV2011,11,2011,20,1.4,,Fall,MTB,5,8,8,6,7,68,2012,9116,766.025871942091,6,20137.862998
TBM2011110208,AM,,,B,20,1,-82.482883,27.858066,0.5,C,131,YES,0.5,,10,,,100,,0,25,27,29,1,,,TBM11110208,14:45:00,01NOV2011,11,2011,20,1.4,,Fall,HB,1,4,2,2,5,28,2012,9113,312.034842307722,4,4539.4638881
TBM2011110307,AM,,,A,20,1,-82.533766,27.884133,0.4,A,102,YES,0.8,,90,,,100,,0,99,99,99,0.2,,,TBM11110307,15:47:00,01NOV2011,11,2011,20,1.4,,Fall,OTB,4,6,5,5,7,54,2012,NA,NA,26,2301.490096
TBM2011110401,AM,,,B,20,1,-82.647133,27.679133,1,B,314,YES,1,,0,,,,,,99,99,99,0.2,,,TBM11110401,7:57:00,09NOV2011,11,2011,20,1.4,,Fall,LTB,1,4,0,1,5,22,2012,NA,NA,16,8905.9006299
TBM2011110402,AM,,,A,20,1,-82.6474,27.678966,0.7,B,314,YES,0.7,,100,,,,,,99,99,99,0.1,,,TBM11110402,8:15:00,09NOV2011,11,2011,20,1.4,,Fall,LTB,3,7,0,3,8,42,2012,9116,908.779549774003,16,8905.9006299
TBM2011110403,AM,,,A,20,1,-82.6748,27.65435,0.7,D,330,YES,0.7,,100,,,0,,0,20,,23,0.1,,,TBM11110403,8:40:00,09NOV2011,11,2011,20,1.4,,Fall,LTB,7,8,5,8,8,72,2012,9116,908.779549774003,16,8905.9006299
TBM2011110502,AM,,,B,20,1,-82.434,27.863533,0.6,C,133,YES,0.6,,0,,,0,,0,10,,13,0.5,,,TBM11110502,10:25:00,10NOV2011,11,2011,20,1.4,,Fall,HB,1,4,0,2,2,18,2012,NA,NA,29,2277.8200299
TBM2011110507,AM,,,B,20,1,-82.414683,27.952416,0.5,C,472,YES,0.5,,0,,,100,,0,60,10,64,0.2,,,TBM11110507,13:51:00,10NOV2011,11,2011,20,1.4,,Fall,HB,0,0,0,0,0,0,2012,NA,NA,1,2562.9620252
TBM2011110704,AM,,,A,20,1,-82.537066,27.878183,0.9,B,115,YES,0.9,,100,,,100,,0,99,99,99,0,,,TBM11110704,10:25:00,17NOV2011,11,2011,20,1.4,,Fall,OTB,4,8,0,4,7,46,2012,9116,294.257101488447,26,2301.490096
TBM2011110706,AM,,,B,20,1,-82.552516,27.828166,0.7,B,158,YES,0.7,,0,,,100,,0,99,99,99,0.3,,,TBM11110706,11:18:00,17NOV2011,11,2011,20,1.4,,Fall,MTB,1,4,2,2,3,24,2012,9113,554.908352196432,27,11366.086965
TBM2011110904,AM,,,A,20,1,-82.587016,27.602316,0.9,E,371,YES,0.9,,100,,,100,,0,99,99,99,0.7,,,TBM11110904,12:00:00,15NOV2011,11,2011,20,1.4,,Fall,LTB,5,2,0,6,8,42,2012,9116,2606.17071905866,8,21773.055647
TBM2011111001,AM,,,B,20,1,-82.617983,27.970216,1,A,26,YES,1,,10,,,100,0,0,10,11,13,0,,,TBM11111001,8:37:00,09NOV2011,11,2011,20,1.4,,Fall,OTB,3,7,2,3,10,50,2012,NA,NA,25,6527.2609432
TBM2011111003,AM,,,A,20,1,-82.654083,28.00845,0.4,A,10,YES,0.4,,60,,,100,,0,50,51,60,1,,,TBM11111003,9:20:00,09NOV2011,11,2011,20,1.4,,Fall,OTB,6,7,5,6,10,68,2012,NA,NA,24,9065.0167245
TBM2011111005,AM,,,B,20,1,-82.687133,27.970816,0.8,A,22,YES,0.8,,0,,,,,,99,99,99,0.2,,,TBM11111005,10:20:00,09NOV2011,11,2011,20,1.4,,Fall,OTB,5,10,10,6,10,82,2012,9113,345.133854625091,23,10324.219466
TBM2011120102,AM,,,B,20,1,-82.684716,27.98295,1,A,22,YES,1,,0,,,,,,99,99,99,0.7,,,TBM11120102,8:57:00,01DEC2011,12,2011,20,1.4,,Winter,OTB,0,0,0,0,0,0,2012,NA,NA,23,10324.219466
TBM2011120103,AM,,,B,20,1,-82.718183,27.955316,0.9,A,31,YES,0.9,,0,,,100,,0,99,99,99,0.1,,,TBM11120103,9:21:00,01DEC2011,12,2011,20,1.4,,Winter,OTB,2,4,7,2,2,34,2012,9113,642.675201560546,22,5889.9419909
TBM2011120104,AM,,,A,20,1,-82.721833,27.952016,0.5,A,31,YES,0.5,,70,,,100,,0,99,99,99,0.2,,,TBM11120104,9:35:00,01DEC2011,12,2011,20,1.4,,Winter,OTB,7,8,7,7,8,74,2012,9113,642.675201560546,22,5889.9419909
TBM2011120401,AM,,,A,20,1,-82.705066,27.521783,0.7,E,419,YES,0.7,,100,,,100,,0,99,99,99,40,,,TBM11120401,8:47:00,12DEC2011,12,2011,20,1.4,,Winter,LTB,10,10,3,10,10,86,2012,9116,1837.20485632079,10,9928.7089733
TBM2011120402,AM,,,B,20,1,-82.69425,27.52755,0.8,E,420,YES,0.8,,0,,,,,0,99,99,99,0,,,TBM11120402,9:11:00,12DEC2011,12,2011,20,1.4,,Winter,LTB,1,0,0,1,2,8,2012,NA,NA,10,9928.7089733
TBM2011120506,AM,,,A,20,1,-82.41235,27.810916,0.6,C,186,YES,0.6,,95,,,100,,0,99,99,99,0,,,TBM11120506,11:00:00,12DEC2011,12,2011,20,1.4,,Winter,HB,2,4,0,2,5,26,2012,NA,NA,5,3521.78211
TBM2011120507,AM,,,B,20,1,-82.396433,27.816733,0.4,C,168,YES,0.3,,0,,,100,,0,30,30,35,0.1,,,TBM11120507,11:18:00,12DEC2011,12,2011,20,1.4,,Winter,HB,1,0,0,1,2,8,2012,NA,NA,5,3521.78211
TBM2011120801,AM,,,B,20,1,-82.503816,27.71785,0.5,C,267,YES,0.5,,0,,,100,,0,99,99,99,0,,,TBM11120801,8:35:00,13DEC2011,12,2011,20,1.4,,Winter,MTB,2,3,0,0,2,14,2012,9113,1211.52378998042,7,12684.447768
TBM2011120806,AM,,,A,20,1,-82.4715,27.820666,0.7,C,163,YES,0.7,,100,,,100,,0,99,99,99,0.5,,,TBM11120806,13:30:00,13DEC2011,12,2011,20,1.4,,Winter,HB,8,9,7,9,8,82,2012,9116,1176.02696796774,27,11366.086965
TBM2011120807,AM,,,B,20,1,-82.515083,27.823266,0.9,C,161,YES,0.9,,15,,,100,,0,99,99,99,0,,,TBM11120807,13:50:00,13DEC2011,12,2011,20,1.4,,Winter,MTB,1,0,3,1,2,14,2012,9113,554.908352196432,27,11366.086965
TBM2011121001,AM,,,A,20,1,-82.572783,27.9612,0.9,A,40,YES,0.9,,40,,,100,,0,99,99,99,0.1,,,TBM11121001,8:37:00,19DEC2011,12,2011,20,1.4,,Winter,OTB,1,0,0,1,2,8,2012,9113,450.616469248488,25,6527.2609432
TBM2011121101,AM,,,B,20,1,-82.616683,27.817516,0.6,B,154,YES,0.6,,0,,,100,,10,,10,20,0.1,,,TBM11121101,8:15:00,15DEC2011,12,2011,20,1.4,,Winter,MTB,0,0,0,0,0,0,2012,NA,NA,18,8914.5691846
TBM2011121102,AM,,,B,20,1,-82.595733,27.825583,0.7,B,156,YES,0.7,,0,,,80,,0,47,45,48,3,,,TBM11121102,8:56:00,15DEC2011,12,2011,20,1.4,,Winter,MTB,1,0,0,1,2,8,2012,9113,495.759266083395,19,8681.7103268
TBM2011121103,AM,,,A,20,1,-82.591333,27.865183,0.7,B,126,YES,0.7,,100,,,100,,0,99,99,99,1,,,TBM11121103,9:25:00,15DEC2011,12,2011,20,1.4,,Winter,OTB,4,7,0,5,5,42,2012,9116,885.428117494659,19,8681.7103268
TBM2011121104,AM,,,A,20,1,-82.592066,27.866683,0.8,B,112,YES,0.8,,100,,,100,,0,99,99,99,0.1,,,TBM11121104,9:45:00,15DEC2011,12,2011,20,1.4,,Winter,OTB,7,10,7,8,8,80,2012,9116,885.428117494659,19,8681.7103268
TBM2011121204,AM,,,B,20,1,-82.558833,27.64445,1.2,E,350,YES,1.2,,5,,,,,,99,99,99,0,,,TBM11121204,12:12:00,15DEC2011,12,2011,20,1.4,,Winter,LTB,1,0,0,1,2,8,2012,9113,1211.52378998042,7,12684.447768
TBM2012010205,AM,,,A,20,1,-82.633383,27.710016,0.3,B,278,YES,0.3,,100,,,100,,0,99,99,99,0.3,,,TBM12010205,13:40:00,04JAN2012,1,2012,20,1.4,,Winter,MTB,4,5,0,4,5,36,2014,NA,NA,17,7685.8332152
TBM2012010302,AM,,,B,20,1,-82.646633,27.531583,1.1,E,423,YES,1.1,,10,,,70,,0,15,15,20,0,,,TBM12010302,9:22:00,05JAN2012,1,2012,20,1.4,,Winter,LTB,2,4,0,2,5,26,2014,9113,457.110328487457,9,18565.435339
TBM2012010304,AM,,,B,20,1,-82.616666,27.572066,0.7,E,392,YES,0.7,,0,,,100,,0,99,99,99,0,,,TBM12010304,10:35:00,05JAN2012,1,2012,20,1.4,,Winter,LTB,2,3,3,2,5,30,2014,NA,NA,8,21773.055647
TBM2012010401,AM,,,B,20,1,-82.597233,27.800383,0.4,B,175,YES,0.4,,0,,,100,,0,99,99,99,0,,,TBM12010401,8:25:00,12JAN2012,1,2012,20,1.4,,Winter,MTB,2,2,7,2,2,30,2014,9116,466.777923333902,18,8914.5691846
TBM2012010501,AM,,,B,20,1,-82.676316,28.008033,0.7,A,9,YES,0.7,,0,,,100,,0,87,85,90,0,,,TBM12010501,8:23:00,17JAN2012,1,2012,20,1.4,,Winter,OTB,4,9,3,5,5,52,2014,NA,NA,23,10324.219466
TBM2012010503,AM,,,B,20,1,-82.613866,27.9785,1.1,A,27,YES,1.1,,0,,,0,,0,99,,99,0.1,,,TBM12010503,9:37:00,17JAN2012,1,2012,20,1.4,,Winter,OTB,0,0,0,0,0,0,2014,NA,NA,24,9065.0167245
TBM2012010605,AM,,,A,20,1,-82.561316,27.604516,1,E,373,YES,1,,40,,,100,,,99,99,99,0.2,,,TBM12010605,14:00:00,09JAN2012,1,2012,20,1.4,,Winter,LTB,4,6,3,4,5,44,2014,9116,2678.34163177346,8,21773.055647
TBM2012010801,AM,,,B,20,1,-82.565433,27.8246,1.1,B,158,YES,1,,0,,,100,,,99,99,99,0.1,,,TBM12010801,8:22:00,09JAN2012,1,2012,20,1.4,,Winter,MTB,0,0,0,0,0,0,2014,NA,NA,27,11366.086965
TBM2012010804,AM,,,A,20,1,-82.51075,27.821283,0.6,C,161,YES,0.5,,70,,,100,,,99,99,99,0,,,TBM12010804,9:52:00,09JAN2012,1,2012,20,1.4,,Winter,MTB,3,6,3,3,8,46,2014,9113,636.908788817028,27,11366.086965
TBM2012010805,AM,,,A,20,1,-82.483116,27.818416,0.5,C,163,YES,0.5,,100,,,100,,,99,99,99,0.5,,,TBM12010805,10:37:00,09JAN2012,1,2012,20,1.4,,Winter,MTB,7,6,3,7,8,62,2014,9116,1145.34967026816,27,11366.086965
TBM2012010903,AM,,,A,20,1,-82.52845,27.691383,1,E,304,YES,1,,100,,,100,,0,99,99,99,2,,,TBM12010903,13:08:00,10JAN2012,1,2012,20,1.4,,Winter,MTB,6,4,3,6,8,54,2014,9116,1638.75220096717,7,12684.447768
TBM2012011001,AM,,,B,20,1,-82.648833,27.922916,1,A,65,YES,1,,0,,,,,,99,99,99,0.2,,,TBM12011001,8:31:00,10JAN2012,1,2012,20,1.4,,Winter,OTB,0,0,0,0,0,0,2014,9113,1105.77634882497,21,6230.095118
